popularity,album_families,track_number,danceability,loudness,speechiness,tempo,duration_ms,acousticness,instrumentalness,liveness,valence,release_year
28,reputation,46,0.603,-4.991,0.0709,159.971,195706,0.243,0.0,0.178,0.496,2017
48,1989,1,0.789,-4.762,0.0323,116.992,212600,0.0348,1.64e-06,0.302,0.658,2014
81,1989,2,0.76,-5.412,0.054,95.997,231826,0.103,0.0,0.0913,0.57,2014
79,1989,3,0.588,-5.595,0.0402,94.933,231000,0.00245,0.00258,0.118,0.487,2014
59,1989,4,0.553,-6.937,0.0396,92.008,235800,0.000743,1.19e-05,0.341,0.338,2014
47,1989,5,0.605,-5.729,0.0323,96.97,193293,0.00201,2.02e-05,0.101,0.539,2014
80,1989,6,0.647,-5.384,0.165,160.078,219200,0.0647,0.0,0.334,0.942,2014
51,1989,7,0.653,-5.966,0.0538,118.035,207440,0.0158,4.95e-05,0.102,0.513,2014
52,1989,8,0.646,-6.104,0.19,170.216,211933,0.0885,6.16e-06,0.201,0.287,2014
52,1989,9,0.55,-7.416,0.0897,139.997,220440,0.0692,0.00144,0.106,0.465,2014
55,1989,10,0.765,-6.112,0.0504,119.997,247533,0.00364,0.00868,0.0918,0.545,2014
50,1989,11,0.481,-8.795,0.0321,143.95,250093,0.678,0.0,0.0928,0.107,2014
50,1989,12,0.602,-4.991,0.071,159.965,195706,0.245,0.0,0.178,0.495,2014
55,1989,13,0.815,-7.754,0.0346,103.97,271000,0.232,0.0,0.1,0.211,2014
55,1989,14,0.422,-5.447,0.0549,184.014,245560,0.0493,2.57e-05,0.177,0.197,2014
55,1989,15,0.474,-8.894,0.0622,170.109,267106,0.707,0.000108,0.0903,0.319,2014
62,1989,16,0.633,-5.87,0.0715,121.956,230466,0.00463,0.000458,0.0658,0.584,2014
59,1989,1,0.793,-4.807,0.0324,117.023,212600,0.038,1.76e-06,0.304,0.615,2014
60,1989,2,0.752,-5.421,0.0646,96.009,231826,0.085,1.64e-06,0.13,0.583,2014
56,1989,3,0.598,-5.572,0.0382,95.021,231000,0.00256,0.00143,0.117,0.456,2014
46,1989,4,0.552,-6.938,0.0372,91.993,235800,0.00103,1.23e-05,0.337,0.342,2014
53,1989,5,0.602,-5.778,0.0337,96.969,193293,0.00196,4.77e-05,0.105,0.472,2014
53,1989,6,0.648,-5.414,0.165,160.02,219200,0.0561,0.0,0.148,0.943,2014
42,1989,7,0.649,-5.963,0.0511,118.027,207440,0.016,9.9e-05,0.109,0.503,2014
71,1989,8,0.652,-6.114,0.181,170.157,211933,0.0871,6.45e-06,0.148,0.295,2014
75,1989,9,0.553,-7.417,0.0741,140.06,220440,0.0709,0.0056,0.106,0.467,2014
43,1989,10,0.764,-6.136,0.0492,119.982,247533,0.00463,0.00458,0.0915,0.525,2014
42,1989,11,0.485,-8.768,0.0337,71.981,250093,0.635,0.0,0.101,0.0858,2014
43,1989,12,0.595,-4.991,0.0661,159.959,195706,0.231,0.0,0.2,0.507,2014
42,1989,13,0.81,-7.755,0.035,103.981,271000,0.242,0.0,0.113,0.211,2014
43,Red,1,0.588,-5.882,0.0328,129.968,295720,0.000197,0.00138,0.0884,0.397,2012
54,Red,2,0.602,-4.267,0.0437,124.978,223093,0.0773,8.87e-05,0.0911,0.641,2012
41,Red,3,0.704,-8.086,0.0334,109.995,242760,0.101,4.3e-06,0.14,0.395,2012
59,Red,4,0.622,-6.798,0.0363,77.019,219720,0.00454,2.25e-06,0.0335,0.679,2012
59,Red,5,0.602,-7.803,0.0243,93.06,329160,0.0382,0.0002,0.128,0.337,2012
59,Red,6,0.661,-6.561,0.0376,103.987,232120,0.00215,0.0013,0.0477,0.668,2012
43,Red,7,0.567,-7.357,0.027,145.865,244560,0.0173,4.13e-05,0.182,0.233,2012
59,Red,8,0.628,-5.911,0.0916,85.984,193146,0.00957,2.65e-05,0.121,0.75,2012
43,Red,9,0.729,-6.67,0.0245,99.981,205853,0.307,1.29e-06,0.0962,0.928,2012
45,Red,10,0.505,-7.039,0.0276,94.069,299013,0.035,3.15e-06,0.0906,0.123,2012
41,Red,11,0.627,-6.698,0.0774,157.043,202960,0.0162,0.00208,0.0965,0.648,2012
40,Red,12,0.624,-12.411,0.029,129.987,284866,0.632,0.0337,0.0805,0.261,2012
40,Red,13,0.706,-7.675,0.0369,117.937,240266,0.0371,0.0,0.132,0.545,2012
52,Red,14,0.624,-6.755,0.0287,80.016,245413,0.36,3.89e-06,0.311,0.436,2012
41,Red,15,0.649,-5.804,0.0406,126.018,220600,0.0213,0.000335,0.21,0.587,2012
45,Red,16,0.53,-8.349,0.0263,79.025,239426,0.199,3.52e-06,0.14,0.323,2012
38,Red,17,0.619,-7.327,0.0315,126.03,286613,0.187,1.47e-05,0.101,0.274,2012
43,Red,18,0.483,-6.291,0.0254,79.926,223920,0.00471,2.01e-06,0.0997,0.217,2012
37,Red,19,0.733,-5.86,0.0284,125.048,220840,0.272,0.0,0.134,0.633,2012
34,Red,20,0.828,-8.248,0.0355,109.993,240266,0.175,6.14e-05,0.0991,0.519,2012
36,Red,21,0.678,-4.659,0.0358,124.998,227080,0.113,0.000235,0.0705,0.637,2012
37,Red,22,0.626,-15.91,0.0305,105.597,323080,0.664,0.000169,0.127,0.0682,2012
40,Red,1,0.588,-5.882,0.0328,129.968,295186,0.000197,0.00138,0.0885,0.397,2012
58,Red,2,0.602,-4.267,0.0437,124.978,220826,0.0773,8.87e-05,0.091,0.641,2012
38,Red,3,0.705,-8.086,0.0334,109.993,240773,0.101,4.3e-06,0.147,0.395,2012
61,Red,4,0.622,-6.798,0.0363,77.019,217973,0.00454,2.25e-06,0.0398,0.679,2012
44,Red,5,0.602,-7.803,0.0243,93.06,327893,0.0382,0.0002,0.127,0.337,2012
53,Red,6,0.658,-6.561,0.0378,104.007,230133,0.00215,0.0013,0.0752,0.668,2012
39,Red,7,0.567,-7.357,0.027,145.865,242573,0.0173,4.13e-05,0.182,0.233,2012
59,Red,8,0.628,-5.911,0.0916,85.984,191880,0.00957,2.65e-05,0.102,0.75,2012
39,Red,9,0.729,-6.67,0.0245,99.981,204826,0.307,1.29e-06,0.09,0.928,2012
38,Red,10,0.505,-7.039,0.0276,94.069,298293,0.035,3.15e-06,0.0921,0.123,2012
37,Red,11,0.627,-6.698,0.0774,157.043,201853,0.0162,0.00208,0.0966,0.648,2012
35,Red,12,0.624,-12.411,0.029,129.987,283680,0.632,0.0337,0.121,0.261,2012
36,Red,13,0.706,-7.675,0.0369,117.937,240133,0.0371,0.0,0.132,0.545,2012
50,Red,14,0.624,-6.755,0.0287,80.017,243933,0.36,3.89e-06,0.303,0.436,2012
37,Red,15,0.649,-5.804,0.0406,126.018,217826,0.0213,0.000335,0.221,0.587,2012
56,Red,16,0.53,-8.349,0.0263,79.025,237613,0.199,3.52e-06,0.232,0.323,2012
42,Speak Now,1,0.455,-5.184,0.0393,114.981,336826,0.00917,0.0,0.918,0.298,2010
40,Speak Now,2,0.496,-4.775,0.0373,120.969,259279,0.00233,0.0,0.554,0.442,2010
40,Speak Now,3,0.419,-5.156,0.0651,139.813,290520,0.00048,0.0,0.815,0.472,2010
40,Speak Now,4,0.429,-4.373,0.069,163.752,246373,0.154,0.0,0.693,0.432,2010
39,Speak Now,5,0.421,-10.21,0.0298,77.769,245973,0.715,0.0,0.867,0.267,2010
47,Speak Now,6,0.374,-8.745,0.0294,142.057,362826,0.155,0.0,0.795,0.171,2010
41,Speak Now,7,0.445,-5.629,0.0768,145.954,344573,0.00306,2.67e-05,0.931,0.386,2010
40,Speak Now,8,0.615,-5.251,0.0318,118.876,248146,0.0636,1.28e-06,0.83,0.373,2010
40,Speak Now,9,0.427,-12.551,0.0291,79.517,369066,0.205,8.73e-06,0.701,0.188,2010
46,Speak Now,10,0.374,-8.407,0.0392,109.025,315173,0.806,0.0,0.76,0.27,2010
42,Speak Now,11,0.327,-9.287,0.0322,104.46,189146,0.713,0.0,0.837,0.363,2010
40,Speak Now,12,0.536,-6.794,0.0341,97.397,83253,0.794,0.000122,0.497,0.249,2010
40,Speak Now,13,0.521,-8.784,0.0301,119.518,404680,0.0157,0.0,0.884,0.138,2010
42,Speak Now,14,0.34,-5.597,0.0331,163.678,389213,0.0747,2.34e-06,0.563,0.214,2010
41,Speak Now,15,0.338,-7.495,0.0496,162.157,292426,0.0245,0.0,0.889,0.177,2010
41,Speak Now,16,0.544,-5.838,0.0282,101.939,376466,0.0053,0.0,0.865,0.204,2010
42,Speak Now,1,0.696,-3.863,0.0308,121.05,230546,0.00461,1.21e-06,0.101,0.692,2010
53,Speak Now,2,0.608,-2.976,0.0311,114.985,260946,0.0387,0.0,0.158,0.376,2010
62,Speak Now,3,0.517,-5.797,0.0289,141.929,293040,0.0202,0.0,0.324,0.296,2010
50,Speak Now,4,0.708,-3.75,0.0306,118.962,240773,0.101,0.0,0.0979,0.742,2010
46,Speak Now,5,0.583,-5.378,0.0278,119.375,403933,0.183,1.65e-06,0.111,0.126,2010
51,Speak Now,6,0.57,-3.978,0.0426,164.004,237746,0.445,0.0,0.219,0.808,2010
48,Speak Now,7,0.575,-4.827,0.0467,139.92,265680,0.000315,0.00161,0.0419,0.84,2010
48,Speak Now,8,0.715,-8.829,0.0305,124.899,290480,0.829,0.0,0.16,0.547,2010
71,Speak Now,9,0.535,-3.913,0.0273,81.975,352200,0.0716,0.000388,0.169,0.228,2010
54,Speak Now,10,0.519,-3.185,0.0887,145.882,217173,0.0167,2.06e-05,0.359,0.652,2010
38,Speak Now,11,0.553,-5.295,0.0258,133.989,302266,0.202,0.0,0.125,0.186,2010
47,Speak Now,12,0.434,-2.641,0.0581,162.02,242093,0.0769,0.0,0.151,0.361,2010
49,Speak Now,13,0.359,-9.531,0.0293,84.358,367146,0.581,3.75e-05,0.0979,0.208,2010
51,Speak Now,14,0.412,-4.319,0.0339,203.959,317960,0.0426,7.47e-05,0.106,0.146,2010
42,Speak Now,1,0.696,-3.863,0.0308,121.05,230546,0.00461,1.21e-06,0.101,0.692,2010
52,Speak Now,2,0.608,-2.976,0.0311,114.985,260946,0.0387,0.0,0.158,0.376,2010
63,Speak Now,3,0.517,-5.797,0.0289,141.929,293040,0.0202,0.0,0.324,0.296,2010
51,Speak Now,4,0.708,-3.75,0.0306,118.962,240773,0.101,0.0,0.0979,0.742,2010
46,Speak Now,5,0.583,-5.378,0.0278,119.375,403887,0.183,1.65e-06,0.111,0.126,2010
55,Speak Now,6,0.57,-3.978,0.0426,164.004,237746,0.445,0.0,0.219,0.808,2010
40,Speak Now,7,0.575,-4.827,0.0467,139.92,265636,0.000315,0.00161,0.0419,0.84,2010
44,Speak Now,8,0.715,-8.829,0.0305,124.899,290480,0.829,0.0,0.16,0.547,2010
71,Speak Now,9,0.535,-3.913,0.0273,81.975,352200,0.0716,0.000388,0.169,0.228,2010
54,Speak Now,10,0.519,-3.185,0.0887,145.882,217173,0.0167,2.06e-05,0.359,0.652,2010
40,Speak Now,11,0.553,-5.295,0.0258,133.989,302266,0.202,0.0,0.125,0.186,2010
48,Speak Now,12,0.434,-2.641,0.0581,162.02,242093,0.0769,0.0,0.151,0.361,2010
46,Speak Now,13,0.359,-9.531,0.0293,84.358,367146,0.581,3.75e-05,0.0979,0.208,2010
46,Speak Now,14,0.412,-4.319,0.0339,203.959,317960,0.0426,7.47e-05,0.106,0.146,2010
46,Speak Now,15,0.61,-7.369,0.0285,159.838,238173,0.505,0.0,0.0851,0.192,2010
45,Speak Now,16,0.515,-3.498,0.0267,147.788,234546,0.154,4.05e-06,0.269,0.257,2010
39,Speak Now,17,0.582,-3.718,0.0337,131.983,276266,0.0187,1.94e-06,0.101,0.547,2010
49,Speak Now,18,0.541,-6.522,0.027,141.713,292533,0.731,0.0,0.197,0.333,2010
44,Speak Now,19,0.574,-5.124,0.0252,80.858,217626,0.841,0.0,0.28,0.314,2010
57,Speak Now,20,0.621,-2.934,0.0297,121.038,230773,0.00327,4.55e-06,0.184,0.672,2010
34,Speak Now,21,0.525,-4.684,0.0294,141.95,293040,0.113,0.0,0.294,0.281,2010
52,Speak Now,22,0.546,-3.621,0.041,139.91,266480,0.00487,0.000372,0.0437,0.649,2010
41,Fearless,1,0.618,-5.737,0.0271,79.991,237066,0.111,0.0,0.0693,0.82,2008
43,Fearless,2,0.419,-6.809,0.0335,200.017,311040,0.0583,3.78e-06,0.0974,0.288,2008
41,Fearless,3,0.592,-10.785,0.0347,118.929,267506,0.852,0.0,0.116,0.294,2008
39,Fearless,4,0.527,-6.172,0.0256,143.94,238093,0.0961,2.47e-06,0.24,0.23,2008
38,Fearless,5,0.61,-6.123,0.0239,85.979,261453,0.367,0.0,0.351,0.228,2008
39,Fearless,6,0.476,-4.279,0.0347,163.847,237600,0.169,0.0,0.238,0.469,2008
50,Fearless,7,0.598,-4.397,0.0273,99.979,242000,0.0364,1.04e-06,0.31,0.467,2008
40,Fearless,8,0.559,-4.4,0.0263,95.485,294346,0.0728,0.0,0.144,0.214,2008
56,Fearless,9,0.618,-3.937,0.0308,118.982,235280,0.157,0.0,0.073,0.307,2008
43,Fearless,10,0.843,-7.348,0.0317,115.997,254320,0.168,2.66e-06,0.107,0.825,2008
42,Fearless,11,0.585,-8.014,0.0256,92.564,234440,0.302,0.0,0.102,0.195,2008
57,Fearless,12,0.687,-4.424,0.0384,129.964,231146,0.164,2.46e-05,0.112,0.445,2008
38,Fearless,13,0.498,-7.384,0.0273,147.952,263986,0.373,0.0,0.113,0.17,2008
40,Fearless,14,0.601,-3.096,0.0386,100.015,200560,0.0606,3.41e-06,0.37,0.513,2008
42,Fearless,15,0.459,-4.126,0.0275,134.018,261800,0.13,2.3e-06,0.113,0.281,2008
48,Fearless,16,0.436,-3.689,0.0329,160.886,244240,0.0322,0.0,0.111,0.379,2008
43,Fearless,17,0.605,-4.993,0.0549,128.012,225333,0.0907,0.0,0.106,0.514,2008
40,Fearless,18,0.664,-8.535,0.0292,126.079,245346,0.611,1e-06,0.139,0.364,2008
40,Fearless,19,0.548,-4.175,0.036,96.038,281053,0.00471,0.0,0.117,0.224,2008
36,Fearless,1,0.593,-4.43,0.0269,100.11,242373,0.0449,0.0,0.309,0.472,2008
32,Fearless,2,0.555,-4.419,0.027,95.431,294306,0.072,0.0,0.143,0.207,2008
46,Fearless,3,0.62,-5.398,0.0285,119.055,233933,0.0186,0.00011,0.206,0.34,2008
30,Fearless,4,0.843,-7.364,0.0317,116.0,254680,0.174,3.87e-06,0.0968,0.826,2008
33,Fearless,5,0.587,-8.034,0.0257,92.71,233560,0.298,0.0,0.106,0.212,2008
45,Fearless,6,0.688,-4.436,0.0381,129.969,230506,0.151,1.98e-05,0.104,0.469,2008
31,Fearless,7,0.488,-7.39,0.0275,147.926,263720,0.389,0.0,0.125,0.163,2008
27,Fearless,8,0.606,-3.058,0.0374,99.999,200213,0.0611,1.99e-06,0.374,0.476,2008
28,Fearless,9,0.471,-4.137,0.027,133.96,261800,0.145,2.39e-06,0.108,0.309,2008
31,Fearless,10,0.434,-3.748,0.0335,160.872,244626,0.0315,0.0,0.125,0.412,2008
28,Fearless,11,0.604,-5.002,0.0537,128.0,225000,0.0788,0.0,0.164,0.55,2008
26,Fearless,12,0.671,-8.561,0.0287,126.059,245266,0.648,3.04e-06,0.141,0.368,2008
25,Fearless,13,0.545,-4.231,0.037,96.017,278546,0.00465,0.0,0.115,0.214,2008
31,Fearless,14,0.516,-4.833,0.0301,177.936,199933,0.00739,1.11e-06,0.354,0.664,2008
34,Fearless,15,0.514,-6.307,0.0264,99.974,193640,0.0178,0.00755,0.114,0.152,2008
29,Fearless,16,0.398,-4.382,0.0377,168.092,245826,0.00505,0.000437,0.234,0.454,2008
35,Live From Clear Channel,1,0.741,-7.031,0.0311,119.006,221028,0.659,0.0,0.131,0.512,2008
35,Live From Clear Channel,2,0.623,-5.894,0.026,96.601,198247,0.814,0.0,0.145,0.467,2008
38,Live From Clear Channel,3,0.627,-3.739,0.0269,98.958,176316,0.596,0.0,0.0598,0.457,2008
32,Live From Clear Channel,4,0.731,-9.235,0.0418,102.404,222959,0.856,0.0,0.0927,0.331,2008
30,Live From Clear Channel,5,0.344,-5.373,0.0574,204.489,196346,0.664,0.0,0.106,0.615,2008
30,Live From Clear Channel,6,0.647,-1.953,0.0524,105.798,173899,0.266,0.0,0.419,0.684,2008
30,Live From Clear Channel,7,0.429,-3.004,0.0677,171.537,228473,0.399,0.0,0.0884,0.438,2008
28,Live From Clear Channel,8,0.243,-4.307,0.0577,202.319,258487,0.156,0.0,0.111,0.273,2008
56,Taylor Swift (Deluxe Edition),1,0.58,-6.462,0.0251,76.009,232106,0.575,0.0,0.121,0.425,2006
61,Taylor Swift (Deluxe Edition),2,0.658,-2.098,0.0323,105.586,173066,0.173,0.0,0.0962,0.821,2006
63,Taylor Swift (Deluxe Edition),3,0.621,-6.941,0.0231,99.953,203040,0.288,0.0,0.119,0.289,2006
55,Taylor Swift (Deluxe Edition),4,0.576,-2.881,0.0324,115.028,199200,0.051,0.0,0.32,0.428,2006
55,Taylor Swift (Deluxe Edition),5,0.418,-5.769,0.0266,175.558,239013,0.217,0.0,0.123,0.261,2006
54,Taylor Swift (Deluxe Edition),6,0.589,-4.055,0.0293,112.982,207106,0.00491,0.0,0.24,0.591,2006
54,Taylor Swift (Deluxe Edition),7,0.479,-4.963,0.0294,146.165,248106,0.525,0.0,0.0841,0.192,2006
53,Taylor Swift (Deluxe Edition),8,0.594,-4.919,0.0246,131.597,236053,0.0868,0.0,0.137,0.504,2006
60,Taylor Swift (Deluxe Edition),9,0.476,-3.771,0.0289,167.964,242200,0.0103,0.0,0.196,0.472,2006
57,Taylor Swift (Deluxe Edition),10,0.403,-5.28,0.0292,74.9,213080,0.0177,0.0,0.182,0.374,2006
64,Taylor Swift (Deluxe Edition),11,0.668,-4.931,0.0303,89.011,201106,0.111,0.0,0.329,0.539,2006
56,Taylor Swift (Deluxe Edition),12,0.563,-3.629,0.0646,143.964,213053,0.00452,0.000807,0.103,0.518,2006
54,Taylor Swift (Deluxe Edition),13,0.612,-5.723,0.0243,96.001,203226,0.637,0.0,0.147,0.233,2006
53,Taylor Swift (Deluxe Edition),14,0.483,-5.726,0.0365,156.092,220146,0.00349,0.0,0.128,0.268,2006
55,Taylor Swift (Deluxe Edition),15,0.459,-3.827,0.0537,199.997,179066,0.0402,0.0,0.0863,0.483,2006
